Data Source,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67
Other small states,64.27757034,63.88052382,63.40860347,63.11846509,63.16543569,63.02619158,62.7701829,62.61254384,62.43657167,61.95229177,61.78770702,61.5225177,61.36285598,62.06309545,61.78999573,61.79602489,62.13863828,62.08137773,62.04438304,61.86258242,62.0144376,61.9723407,62.04172489,62.43826022,62.64679045,62.99579236,63.12419575,63.4823852,63.68675496,64.20901902,63.25464891,63.16098902,63.96597696,64.18365597,64.22735343,
Pakistan,50.28,50.717,50.725,50.29,50.151,49.275,50.135,50.994,50.819,51.094,51.368,51.494,51.621,51.767,51.911,51.681,51.448,51.48,51.519,52.109,52.665,52.497,52.825,53.15,52.744,53.71,53.358,53.008,52.659,53.59,53.742,54.947,54.815,54.876,54.931,
Panama,56.682,60.299,61.59,62.838,63.242,64.139,64.34,64.536,65.891,65.785,66.236,66.688,67.141,67.331,67.98,68.19,67.28,67.901,69.445,67.684,68.833,67.121,69.096,69.828,69.907,70.143,70.589,70.441,72.286,73.383,71.976,67.74,71.262,70.545,70.606,
Peru,60.252,60.255,60.025,61.005,61.997,64.258,66.008,67.669,68.813,70.113,67.776,70.827,72.075,73.32,74.546,75.752,79.018,81.404,81.219,81.82,82.519,82.15,81.882,81.557,80.685,79.326,79.059,80.744,80.86,80.921,72.345,75.445,78.557,76.588,76.736,
Philippines,62.544,62.625,62.681,62.689,62.646,62.596,62.519,62.458,62.534,62.512,62.463,62.446,62.415,62.35,62.752,62.806,62.695,62.512,62.365,62.773,62.761,63.652,63.186,62.923,63.728,62.954,63.197,60.949,60.799,61.331,56.681,58.501,63.462,63.476,63.174,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,73.292,73.139,72.873,72.49,72.435,72.656,72.546,72.783,73.011,73.066,73.25,71.21,69.076,66.852,64.543,62.159,59.711,57.209,54.666,52.095,49.512,49.838,50.094,50.364,50.451,50.666,50.902,51.174,51.526,51.778,51.579,52.112,52.723,52.735,52.791,
Poland,68.967,69.046,68.883,68.305,67.69,66.654,66.133,65.248,64.853,64.513,65.166,65.457,64.332,63.84,63.476,64.165,63.204,62.998,63.664,64.551,65.509,65.911,66.655,67.159,68.036,68.363,69.057,69.775,70.316,70.76,71.124,72.95,73.667,74.689,74.837,
Pre-demographic dividend,73.51693014,73.59270325,73.53559302,73.449787,73.3921093,73.3960285,73.36512704,73.31416933,73.26696166,73.2277992,73.17509028,73.11478058,72.96520848,72.86010999,72.75130539,72.64383417,72.46458229,72.26813021,71.96559666,71.62669467,71.30505079,71.32366468,71.12192351,70.89827288,70.3068684,70.0021709,69.81235256,69.22101126,69.02065621,68.82739243,67.88899175,68.41944016,68.4384316,70.21705562,70.06665123,
Puerto Rico (US),49.853,51.347,51.369,53.239,52.816,52.382,53.446,54.211,54.288,54.239,52.604,53.073,53.577,54.323,54.655,56.162,55.694,54.831,53.625,52.042,50.694,49.123,49.124,49.209,49.383,49.631,50.133,50.603,51.833,52.75,52.76,51.683,53.855,53.983,54.147,
"Korea, Dem. People's Rep.",83.925,84.123,84.391,84.607,84.783,85.004,85.196,85.466,85.633,85.679,85.853,85.971,86.152,86.344,86.541,86.686,86.913,87.126,87.229,87.396,87.544,87.666,87.773,87.863,87.935,88.063,87.997,88,88.067,88.109,86.859,86.984,88.527,88.77,88.996,
Portugal,69.343,70.755,68.8,68.336,68.256,68.023,68.258,69.031,70.546,70.863,71.031,71.796,72.605,72.812,72.609,73.194,73.614,73.86,73.947,73.426,73.678,73.636,73.406,73.024,73.213,73.386,73.71,74.653,75.123,75.529,74.177,75.238,76.446,77.653,77.805,
Paraguay,71.205,71.307,71.234,71.503,71.811,72.264,72.183,72.373,72.137,71.758,71.296,71.027,70.884,69.733,73.639,72.411,69.615,71.047,71.718,72.136,70.455,70.706,73.871,72.704,70.892,71.029,73.179,74.184,75.03,75.577,73.485,75.376,74.003,74.22,74.338,
West Bank and Gaza,42.199,42.128,41.889,41.848,41.819,41.717,41.904,41.523,41.087,40.911,41.499,37.827,37.108,40.068,39.564,40.009,40.028,41.396,40.875,41.083,41.63,43.027,43.368,43.597,43.865,45.955,45.901,46.233,45.655,46.462,42.973,45.618,47.313,,,
Pacific island small states,66.88731867,67.11498123,67.13704476,67.25726661,67.32397289,67.31306991,67.34776285,67.41834361,67.46678967,67.53375848,67.70836903,67.82233686,67.89731439,67.86128395,67.83083329,67.1036659,67.6942358,67.98160906,68.19156468,68.41123698,68.53737763,69.05739354,68.66040366,68.2230135,67.82228193,67.59203966,67.30725848,67.3692562,67.27136104,67.19357708,66.47197337,66.52919955,67.17643598,67.2449848,67.2609616,
Post-demographic dividend,70.19176298,70.36595488,70.33124652,70.25023566,70.40483209,70.47955402,70.7176012,70.99620074,71.02076758,71.17822375,71.30860054,71.25158937,71.3914482,71.44006744,71.52126687,71.79030873,72.1323087,72.25228377,72.39431209,72.18727392,71.9997358,71.93464931,72.21557201,72.39666236,72.61655015,72.80594948,73.17115941,73.58644536,73.95132089,74.3221853,73.52881615,74.04781603,75.07070225,75.60394208,75.76852911,
French Polynesia,61.159,61.314,61.633,61.947,62.246,62.456,62.621,62.519,62.385,62.223,62.033,61.796,61.549,61.262,60.937,60.673,60.469,60.242,60.372,60.537,60.719,60.905,61.087,61.133,61.174,61.187,61.17,61.139,61.099,61.026,60.273,60.319,60.217,59.914,59.651,
Qatar,83.546,83.601,83.355,83.469,83.528,83.65,83.672,83.029,82.826,82.898,82.937,83.128,83.259,83.523,82.852,83.132,84.475,85.912,86.675,87.055,87.092,87.01,86.89,86.956,87.399,87.923,88.156,88.216,88.249,88.213,87.983,87.306,88.493,88.579,88.556,
Romania,54.727,54.742,55,55.248,55.376,55.389,55.482,55.856,56.237,56.566,56.801,56.887,56.956,57.123,57.16,57.212,57.339,57.512,57.751,53.965,57.258,56.992,57.526,57.825,58.815,59.937,60.302,62.01,62.541,63.43,64.141,65.49,66.548,66.732,66.634,
Russian Federation,76.109,75.988,75.642,73.688,71.654,71.314,70.257,68.764,67.612,71.17,71.12,69.609,70.172,70.039,70.995,71.598,72.07,72.938,73.234,72.99,72.696,72.953,73.133,73.231,73.542,73.809,74.389,74.327,74.607,74.027,74.117,75.187,75.521,75.719,75.501,
Rwanda,64.725,64.709,64.642,64.505,64.86,65.641,65.283,64.937,64.526,64.073,63.662,63.315,63.082,62.909,62.803,62.753,62.743,62.751,62.765,62.744,62.697,62.637,62.581,62.522,62.476,62.441,62.393,62.329,62.216,60.376,64.788,60.373,62.453,65.948,65.838,
South Asia,59.39172343,59.40899321,59.42845247,59.49689338,59.57742336,59.88128788,60.23900622,60.58756291,61.00705243,61.32848409,61.64271749,61.5226421,61.39713492,61.26954487,61.1362571,61.00328689,60.15665649,59.34999086,58.5613771,57.7928918,57.04504018,56.44340499,55.85667444,55.73835815,55.6218461,55.53245113,55.41124511,55.60442446,55.55166347,55.52800967,54.96333157,56.0583701,57.17942105,58.28125802,59.23877538,
Saudi Arabia,52.976,52.617,52.69,52.279,51.835,51.367,50.88,50.381,49.875,49.368,49.971,49.347,49.018,48.966,49.023,49.206,49.534,49.777,50.35,50.798,52.647,54.592,56.544,58.378,59.726,61.054,62.057,60.389,60.913,62.568,63.823,64.9,65.198,65.234,65.268,
Sudan,50.537,50.782,51.047,51.335,51.667,52.033,52.442,52.287,52.074,51.834,51.576,51.304,51.027,50.756,50.474,50.176,49.888,49.593,49.25,49.337,49.426,49.514,48.56,47.485,46.333,45.192,44.053,42.923,41.862,40.878,39.592,38.596,37.917,,,
Senegal,52.754,52.661,52.551,52.434,52.313,52.214,52.112,52.02,51.943,51.872,51.798,51.729,51.633,51.571,51.541,51.513,51.485,50.999,50.514,50.029,49.544,49.055,48.563,48.06,47.545,47.03,51.658,47.222,49.659,52.105,51.6,52.08,51.786,51.682,51.789,
Singapore,65.383,65.91,66.392,66.805,67.342,68.01,68.497,68.996,69.365,69.566,69.797,69.981,69.19,69.381,69.457,70.199,70.961,70.228,71.282,71.153,72.02,71.846,72.48,72.336,73.301,74.548,74.413,74.361,74.119,74.749,74.58,76.847,76.092,76.097,76.882,
Solomon Islands,84.864,84.706,84.301,84.267,84.079,83.827,83.949,84.191,84.339,84.56,85.403,85.932,86.232,86.167,86.065,85.982,86.026,86.09,86.055,86.132,85.922,85.761,85.785,85.707,85.776,85.815,85.699,85.663,85.635,85.639,84.81,84.866,85.872,85.817,85.831,
Sierra Leone,66.373,66.388,66.321,66.34,66.342,66.319,66.335,66.315,66.328,66.339,66.368,66.318,66.377,66.379,67.788,66.827,65.858,64.881,63.897,62.908,61.911,60.908,59.897,58.877,57.847,57.13,56.411,55.688,54.96,54.842,54.319,54.547,54.914,54.844,54.583,
El Salvador,62.876,62.897,63.127,64.101,65.056,64.192,62.681,62.42,64.887,64.574,64.085,63.598,63.105,64.887,63.407,63.916,64.39,64.873,64.346,63.781,63.19,62.786,63.347,63.823,62.681,61.884,62.594,62.516,62.244,63.669,60.396,62.963,64.143,64.642,64.913,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Somalia, Fed. Rep.",35.166,35.121,34.902,34.821,34.839,34.881,34.921,34.943,34.972,35,35.027,35.048,35.079,35.117,35.173,35.27,35.401,35.496,35.502,35.462,35.409,35.261,35.112,35.073,35.053,35.042,35.028,35.001,34.957,34.926,34.601,34.616,34.793,34.794,34.784,
Serbia,65.032,65.063,65.045,65.064,64.898,64.682,64.471,64.281,64.321,64.985,64.939,64.864,64.782,64.7,64.424,64.198,63.958,64.136,63.247,61.403,60.226,60.964,61.641,62.721,63.268,63.467,65.413,66.484,67.571,67.824,67.36,71.351,72.445,72.173,72.425,
Sub-Saharan Africa (excluding high income),74.15313714,74.18615571,74.18395611,74.17539006,74.22280187,74.30557592,74.28460511,74.22709476,74.1518448,74.08332214,73.9868183,73.88536215,73.74428433,73.65687088,73.54639539,73.45250003,73.2743082,73.04990008,72.7740091,72.37109517,71.79398133,71.99488376,71.84708135,71.66508671,71.08399937,70.93133692,70.77114678,70.32163476,70.13394351,70.00273857,68.98441154,69.54507967,69.73724656,71.64622114,71.54044238,
South Sudan,75.267,75.292,75.335,75.392,75.415,75.447,75.502,75.567,75.509,75.436,75.427,75.452,75.525,75.595,75.564,75.452,75.322,75.179,75.039,74.905,74.732,74.535,74.396,74.409,74.588,74.722,74.864,75.222,75.189,74.821,74.106,74.366,74.61,74.58,,
Sub-Saharan Africa,74.95030733,74.98874195,74.9941241,74.99494243,75.04329482,75.12443054,75.11355101,75.06675173,74.99941228,74.94003709,74.85542404,74.76663096,74.63955433,74.55976011,74.46369982,74.38214241,74.22003093,74.01725337,73.76849069,73.40604766,72.88811358,73.07309192,72.94435208,72.78404866,72.10165667,71.80230098,71.49426179,70.92563349,70.58994881,70.30570637,69.16155986,69.54192563,69.70160676,71.37273916,71.26860004,
Small states,64.31274296,64.13823405,63.92431433,63.80507225,63.96737803,63.9999066,63.90785452,63.8321943,63.72830434,63.42205619,63.3445566,63.19740221,63.11456125,63.71163296,63.698417,63.73950092,64.06518067,64.03705668,64.04533893,63.88917364,63.9181188,63.90284984,64.02815978,64.2983696,64.42776345,64.59375008,64.6172912,64.85225019,65.03439988,65.24212576,63.86143845,63.9212921,64.70278587,64.88636802,64.91384311,
Sao Tome and Principe,24.708,24.72,24.727,24.718,24.692,24.649,24.585,24.495,24.383,24.25,24.098,24.011,23.981,23.964,23.941,23.935,23.945,23.953,23.977,23.989,23.981,23.962,23.967,23.994,24,23.972,23.925,23.849,23.756,23.639,23.068,23.18,23.615,23.573,23.524,
Suriname,50.617,50.69,50.666,50.331,50.446,50.431,50.2,49.988,49.79,49.603,50.388,51.185,51.993,52.825,53.553,54.171,54.81,55.456,56.098,56.737,57.377,58.013,58.639,59.257,59.884,60.534,61.215,61.35,61.677,61.815,58.921,59.601,59.811,60.078,60.249,
Slovak Republic,75.998,76.089,74.098,71.925,69.33,69.302,69.774,69.295,68.619,68.829,69.284,69.885,69.555,69.945,69.672,68.992,68.635,68.308,68.843,68.435,68.712,68.788,69.517,69.955,70.841,71.069,72.029,72.253,72.508,72.715,72.444,74.565,76.041,76.455,76.498,
Slovenia,66.674,66.721,66.752,66.776,66.795,66.837,66.94,67.622,68.825,67.745,67.508,67.759,68.809,67.225,70.175,70.567,70.947,71.563,72.106,71.839,71.639,70.52,70.735,70.847,71.105,71.912,71.753,74.28,75.098,75.274,74.794,75.534,76.744,76.701,76.708,
Sweden,84.337,83.388,81.585,79.715,78.742,79.369,79.048,78.62,77.734,78.27,77.366,78.121,77.949,77.923,77.685,78.675,78.746,79.136,79.346,78.923,79.085,79.929,80.303,81.1,81.498,81.753,82.066,82.518,82.736,82.928,82.519,82.828,83.433,83.988,84.048,
Eswatini,56.626,56.39,56.169,56.051,56.318,56.502,56.275,55.997,55.666,55.33,55.022,54.762,54.558,54.402,54.286,54.205,54.146,54.045,53.876,53.704,53.566,53.455,53.376,53.299,53.197,53.082,52.973,52.479,51.985,51.487,50.64,50.924,50.315,50.067,49.885,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,52.488,52.364,52.018,51.968,51.241,50.506,50.777,51.042,51.302,51.92,52.536,51.571,50.609,49.649,48.906,48.158,47.386,45.619,45.119,44.62,44.397,45.128,40.824,39.458,39.376,39.372,39.461,39.596,39.768,39.974,39.565,39.612,39.916,39.882,39.72,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,72.181,72.183,72.134,72.289,71.842,71.394,70.945,70.495,70.039,69.575,69.108,68.638,68.161,67.679,67.191,66.7,66.204,65.701,65.197,64.692,64.184,63.67,63.153,62.635,62.115,61.593,61.067,60.54,60.013,59.976,59.404,59.426,60.608,60.483,60.31,
East Asia & Pacific (IDA & IBRD countries),80.75227471,80.35755605,80.01905853,79.58180995,79.37625232,79.0231815,78.65742664,78.17318999,77.81051261,77.39925989,77.01787347,76.8622395,76.51877002,76.2523324,76.05079587,75.72961115,75.49726848,75.55612479,75.37919933,75.19287984,75.05772112,75.22384964,75.00497735,74.63099263,74.56347092,74.42739021,74.2299981,73.96515159,73.99047979,73.90741121,72.66442677,73.42052317,73.07683993,73.27933261,73.02386505,
Europe & Central Asia (IDA & IBRD countries),68.99411059,69.06374574,68.89719881,67.70527197,67.32564272,67.00481024,66.43172951,65.60413231,65.10162018,66.22820486,65.79516583,65.25299777,65.26093015,64.90904768,64.81822417,64.99165626,64.98908843,65.29054507,65.47838541,65.38473574,65.59711091,65.84773302,65.96785536,66.17203664,66.41243829,66.77699259,67.21644112,67.54208202,67.80243175,67.73308727,66.89965309,67.85017146,68.76508652,68.96387375,68.95888654,
Togo,60.211,60.12,60.012,59.869,59.832,59.758,59.687,59.621,59.49,59.387,59.292,59.225,59.183,59.153,59.094,59.03,58.982,58.928,58.91,58.915,58.944,58.975,59,59.012,59.011,59.002,58.985,58.96,58.931,58.897,58.346,58.641,59.075,59.153,59.136,
Thailand,78.475,78.36,78.287,78.233,78.195,78.618,78.995,79.078,78.276,77.157,77.531,77.766,77.602,77.465,77.617,77.793,77.305,77.839,77.952,78.03,76.992,78.86,78.522,75.813,75.884,75.594,74.86,74.277,74.858,74.322,74.547,74.695,75.272,75.312,75.235,
Tajikistan,46.968,46.974,47,47.046,47.089,47.116,47.122,47.105,47.068,47.017,46.973,46.941,46.91,46.882,47.123,46.568,45.978,45.306,44.63,44.358,44.208,44.07,43.945,43.83,43.724,43.623,43.525,43.132,42.714,42.333,41.967,42.436,42.578,42.697,42.718,
Turkmenistan,53.346,53.815,55.086,55.225,56.863,57.688,57.33,58.453,57.983,56.846,56.521,56.29,56.37,56.225,55.953,55.159,54.514,53.873,53.065,52.718,52.25,51.61,51.192,50.865,50.585,50.454,50.353,50.261,50.193,50.141,48.881,49.184,50.448,50.468,50.575,
Latin America & the Caribbean (IDA & IBRD countries),64.86402037,65.07566126,65.46495114,65.92023786,66.24407968,66.55828659,66.12942863,66.96998988,67.17302529,67.20418701,67.04350885,67.06831508,67.18238658,67.46631647,68.04994872,68.43740001,68.68648955,68.64684818,68.60262875,68.90189492,68.50864954,68.2577467,68.47916408,68.30469825,68.09037958,68.29250518,68.35859562,68.56715006,68.76539942,69.05423248,64.94240287,67.63853578,68.68204654,68.66951787,68.73401976,
Timor-Leste,70.72,71.071,71.409,71.659,71.941,71.895,71.756,71.592,71.422,71.178,70.878,70,70.246,70.258,70.167,70.02,70.299,69.789,69.166,68.552,68,67.718,67.546,67.435,67.219,67.085,66.98,67.266,67.439,66.498,65.954,65.41,66.703,66.215,66.31,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",49.05444505,49.16935565,49.17566979,49.09700073,49.08389797,48.5288972,48.57249654,48.74264256,48.56261794,48.95717897,48.83186887,48.59755862,48.28354539,48.47315091,48.71627306,48.85455424,48.75778343,48.74158479,48.33676487,48.66477066,48.96235393,48.53145888,48.54416491,48.53521239,48.36175587,48.44279341,48.45702655,48.17280132,47.78864551,47.83525232,46.79646219,47.41919992,47.33170828,47.31940317,47.17126336,
Tonga,57.309,58.341,59.415,60.486,61.494,61.302,61.035,60.816,60.677,60.52,60.354,60.198,60.059,59.935,59.8,59.617,59.383,59.185,59.033,58.856,58.599,58.305,58.064,57.839,57.576,57.253,56.901,56.583,56.261,56.098,55.369,55.236,55.036,54.499,53.982,
South Asia (IDA & IBRD),59.39172343,59.40899321,59.42845247,59.49689338,59.57742336,59.88128788,60.23900622,60.58756291,61.00705243,61.32848409,61.64271749,61.5226421,61.39713492,61.26954487,61.1362571,61.00328689,60.15665649,59.34999086,58.5613771,57.7928918,57.04504018,56.44340499,55.85667444,55.73835815,55.6218461,55.53245113,55.41124511,55.60442446,55.55166347,55.52800967,54.96333157,56.0583701,57.17942105,58.28125802,59.23877538,
Sub-Saharan Africa (IDA & IBRD countries),74.95030733,74.98874195,74.9941241,74.99494243,75.04329482,75.12443054,75.11355101,75.06675173,74.99941228,74.94003709,74.85542404,74.76663096,74.63955433,74.55976011,74.46369982,74.38214241,74.22003093,74.01725337,73.76849069,73.40604766,72.88811358,73.07309192,72.94435208,72.78404866,72.10165667,71.80230098,71.49426179,70.92563349,70.58994881,70.30570637,69.16155986,69.54192563,69.70160676,71.37273916,71.26860004,
Trinidad and Tobago,62.391,62.64,63.19,63.219,64.346,65.359,66.328,66.643,66.936,66.938,66.838,66.892,66.944,68.16,69.392,70.639,70.835,70.382,70.332,69.529,68.402,67.673,68.804,69.217,69.596,69.157,68.422,68.328,68.243,68.185,66.281,65.676,66.914,67.097,67.045,
Tunisia,51.314,51.401,51.424,51.468,51.519,51.532,51.58,51.648,51.357,51.058,50.749,50.428,50.099,49.767,49.468,49.22,49.589,49.894,50.274,50.691,50.899,51.287,52.111,51.782,51.675,51.645,52.042,51.945,53.257,54.538,51.898,51.693,51.796,51.249,51.191,
Turkiye,59.513,60.083,58.938,55.084,57.563,56.86,56.436,55.297,55.417,55.278,52.576,52.519,52.515,51.327,49.481,49.775,49.805,49.89,50.629,51.725,52.754,53.862,54.03,55.036,54.824,55.684,56.554,57.545,58.068,58.056,54.506,56.89,58.925,59.364,59.965,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,87.963,87.924,87.879,87.781,87.632,87.557,87.6,87.627,87.608,87.595,87.572,87.572,87.962,88.342,88.713,89.074,89.428,88.952,88.462,87.959,87.438,86.893,86.329,85.741,85.129,85.102,85.065,85.037,85.019,85.008,81.55,84.803,84.928,84.968,84.949,
Uganda,74.004,74.05,74.121,74.186,74.304,74.507,74.702,74.85,74.954,74.956,74.986,74.977,74.892,74.792,74.705,74.613,74.469,74.325,74.152,73.973,73.793,80.81,84.634,85.68,77.83,75.759,73.439,70.841,74.635,77.693,79.419,80.138,82.181,81.929,81.992,
Ukraine,69.201,69.107,69.016,68.932,68.952,68.815,68.547,68.345,67.976,67.47,67.09,66.911,66.897,66.957,66.956,66.818,66.608,67.171,66.997,66.764,66.556,66.34,66.352,66.392,66.539,66.89,67.224,67.598,67.926,68.222,67.084,66.814,,,,
Upper middle income,75.74201296,75.46021612,75.2234397,74.8611887,74.82317658,74.5634666,74.14771317,73.90678082,73.64812537,73.32848347,72.93717047,72.74303243,72.52037026,72.35781149,72.23744013,72.05601018,71.87151843,71.88132012,71.65857804,71.55021563,71.25426227,71.29693781,71.23046012,70.89731868,70.75654653,70.82529866,70.79566227,70.78765466,70.79899492,70.84857593,68.946515,70.23441229,70.11334865,70.30540988,70.12742551,
Uruguay,65.908,66.39,66.599,65.68,67.528,68.691,70.094,70.715,71.311,70.192,70.699,72.2,70.79,69.887,70.077,70.327,72.667,74.445,74.506,75.317,74.967,76.952,76.236,75.976,77.031,76.036,75.802,75.434,74.976,75.239,72.897,75.009,75.347,75.706,75.801,
United States,75.265,75.04,75.381,75.327,75.499,75.67,75.859,76.158,76.061,75.966,75.89,75.467,75.055,74.453,74.096,74.034,74.141,73.903,73.884,73.218,72.558,72.03,72.006,71.751,71.655,71.583,71.925,72.301,72.562,73.017,71.872,72.233,72.838,73.572,73.729,
Uzbekistan,62.99,63.377,64.875,65.435,66.277,66.677,66.84,66.668,66.557,66.383,66.265,66.083,65.9,65.681,65.163,64.643,64.04,63.303,62.668,62.19,61.901,61.655,61.391,61.143,60.95,60.785,60.763,60.842,60.817,60.769,59.89,60.684,60.807,60.873,60.776,
St. Vincent and the Grenadines,67.342,67.421,67.676,67.831,67.746,68.068,68.124,68.295,68.514,68.691,68.835,68.977,69.258,69.606,69.859,70.055,70.458,70.701,70.811,70.866,70.82,70.991,71.207,71.439,71.626,71.897,72.241,72.481,72.818,73.082,71.465,71.96,73.704,74.223,74.497,
"Venezuela, RB",66.474,66.945,67.194,67.115,66.873,67.015,66.91,67.199,67.133,66.642,66.788,66.918,66.182,65.453,66.62,67.209,67.945,67.56,67.515,67.311,67.273,67.116,66.663,66.266,65.87,65.479,65.102,63.947,62.368,59.271,55.943,56.261,57.007,57.353,57.148,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),69.884,74.21,75.497,75.626,75.777,71.042,66.696,66.125,65.594,64.161,65.407,68.187,67.293,65.9,68.193,69.531,70.149,71.138,71.175,71.411,69.671,70.798,69.839,66.335,65.964,69.204,69.323,70.768,66.423,63.609,64.356,65.544,66.693,67.113,67.216,
Viet Nam,83.349,83.235,82.997,82.785,82.553,82.299,82.064,80.998,80.106,79.206,77.971,79.62,79.054,78.671,78.5,78.737,79.051,79.441,79.959,80.373,80.531,80.596,80.576,81.519,81.696,81.765,81.479,82.091,82.855,81.939,80.059,78.422,79.497,79.278,79.097,
Vanuatu,77.847,77.801,77.782,77.836,77.639,77.657,77.636,77.54,77.553,77.592,77.482,77.653,77.872,77.807,77.755,77.676,77.513,74.648,71.563,68.274,64.801,64.294,63.792,63.295,62.801,62.306,61.809,61.302,60.786,60.269,59.723,59.583,60.44,60.461,60.221,
World,70.21855021,70.13609897,70.01333484,69.77603399,69.72639709,69.62961149,69.52333983,69.4731097,69.37529494,69.4156023,69.28948099,69.10854096,68.95310889,68.83630569,68.7831185,68.72798083,68.51599583,68.35287738,68.08613701,67.8118058,67.51602007,67.39033645,67.24043911,67.0880224,66.95927779,66.9151529,66.85883255,66.78423687,66.75903292,66.73611853,65.4807242,66.34613431,66.70881899,67.26613093,67.38626396,
Samoa,59.095,59.325,59.452,59.379,59.73,59.577,59.438,59.67,59.794,59.889,59.767,59.465,59.243,59.059,58.986,58.74,58.666,58.623,58.421,58.42,58.127,57.941,58.103,58.089,58.05,57.872,57.552,57.524,55.428,53.136,50.506,48.405,46.702,46.301,45.694,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",45.847,45.802,45.753,45.741,45.713,46.101,46.496,46.894,47.296,47.703,46.87,46.076,45.32,44.608,43.949,43.356,42.816,42.315,41.854,41.433,41.048,40.209,39.459,38.771,38.139,33.066,33.258,33.426,33.552,33.654,33.398,33.275,33.742,33.793,33.678,
South Africa,65.287,65.19,65.223,65.105,65.126,65.34,65.46,65.447,65.229,64.971,64.694,64.395,64.091,63.805,63.576,63.41,63.28,63.167,63.077,61.439,57.64,59.532,59.407,59.653,59.538,61.226,61.682,62.586,62.086,62.378,58.311,59.583,61.012,62.712,62.82,
Zambia,59.941,59.9,59.86,59.857,59.813,59.823,59.846,59.848,59.828,59.818,59.789,59.734,59.674,59.627,59.585,59.545,59.504,59.463,59.417,59.371,59.329,59.283,59.238,59.174,59.091,58.995,58.889,58.773,58.654,59.868,61.184,60.535,59.872,59.769,59.728,
Zimbabwe,68.433,68.262,68.289,68.419,68.347,68.131,67.851,67.508,67.184,66.897,66.688,66.559,66.463,66.412,66.45,66.504,66.539,66.57,66.585,66.747,66.952,67.124,67.284,67.367,67.397,67.394,67.344,67.277,67.193,67.05,66.054,66.669,66.312,66.105,66.021,
